age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
53,Local-gov,472285,Assoc-acdm,6,Widowed,Prof-specialty,Not-in-family,Black,Male,88519,9395,96,United-States,>50K
63,Private,426817,Assoc-acdm,9,Separated,Sales,Unmarried,Black,Male,89314,4479,54,Jamaica,>50K
44,Self-emp-not-inc,167766,HS-grad,2,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,80237,2964,35,Cuba,>50K
59,Federal-gov,162773,Some-college,2,Widowed,Exec-managerial,Not-in-family,Other,Female,75162,9132,46,Cuba,>50K
67,Without-pay,98664,HS-grad,3,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,59147,2423,12,Canada,>50K
58,Local-gov,152376,Assoc-voc,8,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,84753,1170,23,Jamaica,<=50K
89,State-gov,384464,7th-8th,10,Widowed,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,18907,4623,10,Jamaica,<=50K
39,Never-worked,218391,11th,8,Married-civ-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,10322,9068,99,India,<=50K
22,State-gov,165919,Masters,2,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,43043,2478,81,Jamaica,<=50K
36,Federal-gov,482493,Masters,1,Widowed,Craft-repair,Own-child,Other,Male,65394,1587,75,Mexico,>50K
22,Local-gov,136934,Bachelors,9,Widowed,Tech-support,Not-in-family,Asian-Pac-Islander,Male,52321,1735,39,Mexico,<=50K
44,Self-emp-not-inc,182342,Some-college,1,Divorced,Exec-managerial,Own-child,Other,Male,35549,3422,62,Jamaica,>50K
37,Self-emp-not-inc,467982,Assoc-acdm,16,Divorced,Sales,Not-in-family,Other,Male,50119,869,34,Germany,>50K
21,Federal-gov,309999,7th-8th,1,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,96733,2897,91,Jamaica,<=50K
61,Private,54361,Assoc-voc,13,Separated,Sales,Unmarried,Other,Male,95478,3771,57,Canada,<=50K
38,Never-worked,214152,Some-college,5,Widowed,Craft-repair,Unmarried,White,Male,50610,7775,60,Canada,<=50K
26,Private,330154,7th-8th,7,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,82490,4000,27,India,<=50K
72,Local-gov,253832,Bachelors,11,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Female,55607,7522,30,India,>50K
18,State-gov,300718,10th,2,Divorced,Other-service,Own-child,Black,Female,15534,3671,67,Germany,>50K
46,Without-pay,303230,Assoc-acdm,6,Married-civ-spouse,Sales,Wife,Black,Female,74509,9228,43,Germany,<=50K
40,Self-emp-not-inc,420974,11th,11,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,65363,7279,43,India,>50K
31,Local-gov,340274,Bachelors,2,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,78770,1791,21,India,<=50K
87,Local-gov,267574,HS-grad,12,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,79787,6739,56,Mexico,>50K
43,Without-pay,292852,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,98793,2751,9,Canada,>50K
83,Private,66023,10th,13,Widowed,Craft-repair,Own-child,Other,Female,18032,6103,34,India,<=50K
71,Local-gov,338090,11th,7,Divorced,Tech-support,Unmarried,White,Female,58800,5969,6,Germany,>50K
28,State-gov,102867,10th,3,Separated,Tech-support,Wife,White,Male,22033,4061,34,India,<=50K
53,Self-emp-not-inc,414904,Masters,16,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Male,64312,9891,64,Canada,<=50K
39,Never-worked,487497,Bachelors,2,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,29460,1117,99,Cuba,>50K
57,Never-worked,461668,Masters,12,Divorced,Prof-specialty,Wife,Black,Female,16356,7058,91,Cuba,>50K
50,Without-pay,61603,11th,8,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,20741,6246,42,United-States,<=50K
62,Never-worked,316579,Masters,2,Separated,Craft-repair,Husband,Other,Female,23130,8877,94,United-States,<=50K
62,Self-emp-not-inc,473487,Assoc-acdm,10,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,76727,4884,23,Mexico,>50K
75,Federal-gov,243724,Assoc-voc,4,Married-civ-spouse,Other-service,Unmarried,Black,Female,12681,1702,51,Canada,<=50K
49,Self-emp-not-inc,143358,Some-college,2,Married-civ-spouse,Other-service,Husband,Black,Male,10490,9484,22,United-States,>50K
77,Local-gov,469319,Some-college,14,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Male,11969,8811,30,Mexico,>50K
74,State-gov,256519,11th,12,Widowed,Other-service,Not-in-family,White,Male,11322,6223,92,Germany,<=50K
20,State-gov,203271,7th-8th,11,Widowed,Prof-specialty,Wife,White,Female,28603,9360,44,Jamaica,<=50K
72,Self-emp-not-inc,192770,Some-college,7,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Male,29830,4228,63,Mexico,>50K
58,Private,249397,11th,9,Divorced,Craft-repair,Not-in-family,White,Female,93736,7957,96,Cuba,>50K
22,Self-emp-not-inc,329764,7th-8th,1,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,74885,7973,96,Canada,>50K
36,State-gov,118137,HS-grad,8,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Male,75867,4762,4,Canada,<=50K
73,Self-emp-not-inc,478528,11th,1,Never-married,Exec-managerial,Unmarried,Other,Female,39140,5996,84,India,<=50K
48,Local-gov,56710,Assoc-acdm,12,Never-married,Prof-specialty,Wife,White,Female,68978,4749,69,Cuba,<=50K
75,Self-emp-not-inc,369353,Bachelors,4,Separated,Exec-managerial,Not-in-family,Black,Male,27293,4442,51,Cuba,>50K
79,State-gov,351095,Masters,6,Separated,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,21615,6710,20,Canada,>50K
56,State-gov,31266,Bachelors,5,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,32275,9521,42,Canada,<=50K
54,Without-pay,174935,11th,1,Divorced,Sales,Wife,Asian-Pac-Islander,Female,39220,6103,53,India,<=50K
81,Local-gov,335488,HS-grad,5,Separated,Tech-support,Own-child,Black,Female,23799,1325,13,Canada,<=50K
41,State-gov,263014,HS-grad,12,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Male,70434,7164,46,Canada,>50K
75,State-gov,67681,Bachelors,7,Divorced,Exec-managerial,Wife,White,Male,12577,300,95,Jamaica,<=50K
48,Private,81272,Bachelors,6,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,93246,1296,38,Jamaica,<=50K
68,Federal-gov,46060,Some-college,8,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,64396,575,56,Canada,<=50K
34,Private,475575,Bachelors,16,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,28942,5539,2,Germany,<=50K
49,Federal-gov,276257,Assoc-voc,4,Married-civ-spouse,Sales,Husband,White,Male,97589,3722,2,Germany,<=50K
58,Federal-gov,82229,Masters,9,Never-married,Exec-managerial,Wife,White,Female,42113,850,23,India,>50K
68,Private,77246,Masters,3,Separated,Sales,Own-child,Asian-Pac-Islander,Female,14520,8516,62,Canada,>50K
41,Federal-gov,73992,11th,14,Widowed,Craft-repair,Unmarried,Other,Female,95066,4678,37,India,>50K
33,State-gov,182961,Some-college,9,Widowed,Other-service,Own-child,Black,Female,27168,3570,77,India,>50K
75,Private,112916,11th,2,Divorced,Tech-support,Wife,White,Male,81356,8415,69,United-States,>50K
31,Private,396812,7th-8th,10,Divorced,Exec-managerial,Not-in-family,Other,Female,29919,6491,69,Mexico,<=50K
39,Self-emp-not-inc,407565,10th,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,48798,3374,57,Canada,>50K
71,Self-emp-not-inc,430341,7th-8th,9,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,68484,3601,96,Jamaica,>50K
90,Federal-gov,214352,Bachelors,1,Married-civ-spouse,Tech-support,Own-child,Other,Female,22769,380,43,Mexico,<=50K
60,Never-worked,50847,10th,2,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,83742,7069,28,India,<=50K
70,Self-emp-not-inc,136003,HS-grad,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,28799,451,92,Mexico,>50K
27,Never-worked,165199,10th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,17084,5222,40,Jamaica,>50K
53,Self-emp-not-inc,19852,Some-college,1,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,62213,8222,16,Mexico,>50K
20,Without-pay,204139,Masters,7,Divorced,Sales,Husband,Asian-Pac-Islander,Male,41302,1470,55,Mexico,<=50K
18,Without-pay,327780,HS-grad,11,Separated,Prof-specialty,Unmarried,Black,Male,91580,1135,72,United-States,>50K
71,Private,379202,HS-grad,15,Widowed,Exec-managerial,Not-in-family,Other,Male,18127,6369,30,United-States,>50K
28,Federal-gov,321262,Assoc-voc,7,Divorced,Craft-repair,Not-in-family,White,Male,38084,7652,48,Cuba,>50K
66,Private,204580,Masters,4,Never-married,Sales,Wife,White,Female,67689,7531,56,Canada,>50K
66,Private,441170,11th,8,Divorced,Sales,Husband,Other,Male,85797,8992,1,India,>50K
55,Federal-gov,138478,7th-8th,6,Widowed,Prof-specialty,Not-in-family,Black,Female,66177,8031,78,Canada,<=50K
77,Local-gov,439757,Assoc-acdm,9,Divorced,Exec-managerial,Own-child,Black,Female,3198,5488,92,United-States,>50K
53,Federal-gov,458912,HS-grad,6,Married-civ-spouse,Sales,Not-in-family,Black,Female,99268,544,92,Cuba,>50K
55,Federal-gov,265336,HS-grad,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,99011,6581,32,Canada,>50K
39,Private,229559,10th,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,59737,1058,28,Jamaica,>50K
57,Private,285480,Some-college,5,Widowed,Craft-repair,Wife,Black,Male,94231,5889,89,Cuba,>50K
84,Never-worked,468518,11th,4,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,34531,3987,79,United-States,>50K
51,Local-gov,125643,7th-8th,10,Separated,Sales,Wife,White,Female,2104,5660,49,Germany,<=50K
74,Without-pay,272129,11th,6,Widowed,Tech-support,Own-child,Black,Male,8619,1899,25,United-States,>50K
21,Private,61188,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Unmarried,Other,Male,20704,350,35,United-States,<=50K
38,Never-worked,324595,11th,1,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,20294,2704,91,United-States,<=50K
19,Self-emp-not-inc,428783,11th,1,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,30999,5188,97,Canada,<=50K
50,Federal-gov,57524,HS-grad,13,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Male,73138,125,7,India,>50K
61,Local-gov,296449,Assoc-acdm,2,Married-civ-spouse,Craft-repair,Husband,Black,Female,11789,7989,88,Jamaica,<=50K
25,Without-pay,251656,Masters,7,Divorced,Other-service,Wife,Asian-Pac-Islander,Female,36001,3287,18,Germany,<=50K
61,State-gov,248210,HS-grad,8,Married-civ-spouse,Prof-specialty,Own-child,White,Female,4146,4291,95,United-States,<=50K
40,Self-emp-not-inc,383953,Bachelors,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,87269,1467,54,India,<=50K
80,Never-worked,106913,Assoc-voc,10,Never-married,Craft-repair,Wife,White,Female,9594,1382,31,India,>50K
62,State-gov,356663,Assoc-voc,10,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Male,77541,5490,94,United-States,<=50K
83,Never-worked,488568,Some-college,1,Never-married,Tech-support,Wife,Other,Male,21872,2951,11,United-States,<=50K
69,State-gov,299050,11th,16,Married-civ-spouse,Exec-managerial,Husband,Black,Male,6038,7321,53,Jamaica,<=50K
35,Without-pay,144978,Masters,15,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,17077,7609,52,Canada,<=50K
72,Never-worked,46726,10th,5,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,14347,787,52,Germany,<=50K
89,Federal-gov,33239,Bachelors,11,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,14467,3719,76,Mexico,<=50K
85,Self-emp-not-inc,36556,Some-college,11,Married-civ-spouse,Sales,Unmarried,White,Male,51204,853,47,Cuba,<=50K
84,Never-worked,293186,Masters,4,Separated,Tech-support,Unmarried,Black,Female,48525,7094,66,Jamaica,>50K
46,Federal-gov,227803,11th,1,Never-married,Prof-specialty,Husband,Black,Female,31106,5589,88,Jamaica,<=50K
46,Federal-gov,290489,Assoc-voc,13,Never-married,Tech-support,Own-child,Amer-Indian-Eskimo,Male,50481,3667,25,Germany,<=50K
74,Federal-gov,461891,Assoc-acdm,5,Never-married,Exec-managerial,Unmarried,Other,Male,98990,4662,71,Canada,>50K
82,State-gov,109945,HS-grad,3,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,76950,3060,20,Cuba,>50K
27,Federal-gov,128412,10th,8,Never-married,Other-service,Unmarried,Other,Female,83120,7520,40,Cuba,>50K
22,Local-gov,311568,Assoc-voc,14,Widowed,Exec-managerial,Husband,Other,Male,81281,1002,54,Mexico,>50K
29,Never-worked,21246,10th,13,Divorced,Tech-support,Not-in-family,Black,Female,47981,7918,81,Mexico,<=50K
76,State-gov,378910,Some-college,11,Widowed,Exec-managerial,Not-in-family,White,Male,34941,9281,90,Jamaica,<=50K
73,Federal-gov,340323,7th-8th,11,Separated,Other-service,Own-child,Other,Male,63589,5818,14,Mexico,<=50K
42,Without-pay,226767,11th,4,Separated,Craft-repair,Unmarried,Black,Female,99886,3729,67,Germany,>50K
31,Never-worked,315674,Assoc-voc,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,99186,3280,83,Canada,<=50K
27,Local-gov,41699,7th-8th,10,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,55535,4075,1,Canada,<=50K
47,Local-gov,479746,Some-college,12,Married-civ-spouse,Other-service,Not-in-family,Other,Female,89215,9810,13,Jamaica,<=50K
80,Federal-gov,312548,Assoc-voc,3,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Female,87547,2945,89,Mexico,>50K
54,State-gov,416238,Bachelors,5,Widowed,Tech-support,Unmarried,Other,Female,76980,8334,19,Jamaica,<=50K
72,Federal-gov,150581,10th,14,Separated,Sales,Unmarried,Other,Female,50868,3366,61,Jamaica,>50K
25,Self-emp-not-inc,115937,7th-8th,2,Separated,Tech-support,Unmarried,White,Male,80762,3613,21,Jamaica,<=50K
86,Self-emp-not-inc,453179,HS-grad,15,Widowed,Prof-specialty,Wife,Other,Female,46581,2511,56,India,>50K
75,Local-gov,273413,7th-8th,12,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Male,77472,9634,27,India,<=50K
39,Local-gov,491241,7th-8th,13,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Female,45844,9168,3,Canada,>50K
29,Never-worked,391085,10th,5,Divorced,Other-service,Unmarried,White,Female,73129,9756,91,United-States,>50K
78,Self-emp-not-inc,413487,Masters,13,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Male,80885,3698,83,Canada,<=50K
83,State-gov,201649,7th-8th,2,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,88238,4213,93,Canada,>50K
29,Federal-gov,478548,Assoc-voc,9,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Female,52776,3361,52,Germany,<=50K
48,Without-pay,155210,10th,9,Never-married,Craft-repair,Wife,Other,Female,95965,8447,1,Jamaica,>50K
45,Local-gov,162661,Masters,10,Widowed,Other-service,Husband,White,Female,64666,3835,6,Germany,<=50K
45,Local-gov,33219,Masters,13,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,76779,8037,41,Jamaica,>50K
21,State-gov,497844,Masters,9,Divorced,Prof-specialty,Own-child,White,Female,54666,498,92,United-States,>50K
49,Local-gov,484279,11th,5,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,23907,8332,3,Germany,>50K
87,Local-gov,135821,Assoc-acdm,4,Separated,Craft-repair,Wife,White,Male,33411,7018,44,Cuba,<=50K
22,Local-gov,440715,Masters,6,Never-married,Sales,Wife,Other,Female,800,2503,26,United-States,>50K
55,Never-worked,272105,Some-college,2,Divorced,Prof-specialty,Unmarried,Other,Female,57593,573,5,United-States,>50K
90,Federal-gov,190528,11th,2,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,21719,1169,12,Jamaica,<=50K
68,Never-worked,339694,Masters,12,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,99097,1829,1,Cuba,<=50K
63,Never-worked,369236,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,67161,3529,85,Cuba,>50K
55,Never-worked,254888,11th,5,Widowed,Prof-specialty,Husband,White,Male,85245,3680,93,Mexico,<=50K
72,Private,303547,Assoc-acdm,14,Married-civ-spouse,Other-service,Unmarried,Other,Male,62961,5400,98,India,>50K
61,State-gov,387982,10th,3,Never-married,Prof-specialty,Husband,Black,Male,41759,2637,97,Mexico,<=50K
41,Never-worked,394374,Some-college,11,Widowed,Exec-managerial,Unmarried,White,Female,81347,4166,26,Jamaica,>50K
79,Private,303722,Assoc-voc,5,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,52920,5418,43,Canada,<=50K
39,Private,99510,7th-8th,12,Divorced,Prof-specialty,Husband,Black,Female,59903,8518,35,United-States,<=50K
38,Without-pay,180186,Assoc-voc,8,Separated,Prof-specialty,Unmarried,Other,Female,10180,830,38,Jamaica,>50K
49,Never-worked,273929,10th,6,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,20244,4982,58,India,>50K
79,Without-pay,124218,Bachelors,14,Married-civ-spouse,Sales,Own-child,White,Female,87601,3130,73,Jamaica,>50K
84,Never-worked,78159,7th-8th,15,Widowed,Prof-specialty,Wife,White,Female,86863,3582,20,Jamaica,>50K
58,Without-pay,176740,7th-8th,1,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Male,53413,7958,4,India,<=50K
69,State-gov,86851,10th,12,Separated,Craft-repair,Wife,Asian-Pac-Islander,Male,1478,1422,58,Canada,<=50K
30,Self-emp-not-inc,188107,11th,9,Separated,Prof-specialty,Own-child,Black,Female,28851,1627,98,Canada,<=50K
41,Federal-gov,269504,Bachelors,11,Divorced,Other-service,Not-in-family,Black,Female,81976,3753,14,India,>50K
25,Without-pay,415758,Bachelors,5,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,97103,126,1,Germany,<=50K
64,Federal-gov,377558,7th-8th,16,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Male,52395,1654,92,Cuba,>50K
59,Private,115224,Assoc-voc,15,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,13557,7378,69,Germany,<=50K
34,Local-gov,366421,Assoc-acdm,2,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,51164,9422,87,Jamaica,<=50K
45,State-gov,359800,Assoc-voc,7,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,49185,7436,30,Canada,<=50K
57,Self-emp-not-inc,24234,7th-8th,5,Divorced,Prof-specialty,Unmarried,Other,Female,65923,4324,4,Cuba,<=50K
60,Private,297835,Bachelors,16,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,95503,7611,69,India,>50K
50,Private,424392,Bachelors,8,Divorced,Prof-specialty,Own-child,Other,Female,87082,4165,23,India,<=50K
27,Federal-gov,282745,10th,14,Widowed,Other-service,Husband,Black,Male,46173,686,12,Canada,>50K
75,Local-gov,219891,11th,14,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,11184,2051,21,Germany,<=50K
67,Private,253091,Bachelors,2,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,16236,2877,54,Cuba,>50K
63,State-gov,100126,10th,9,Divorced,Other-service,Husband,White,Female,43113,2535,44,Canada,<=50K
64,Private,226586,Assoc-acdm,6,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,32636,7325,31,Mexico,<=50K
33,Local-gov,493637,Assoc-voc,5,Separated,Craft-repair,Wife,Asian-Pac-Islander,Female,95428,6362,68,Cuba,<=50K
59,Self-emp-not-inc,444059,10th,10,Never-married,Sales,Unmarried,Black,Female,59740,8793,8,Germany,<=50K
71,State-gov,171985,11th,3,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,72678,9148,11,India,>50K
40,Private,367396,7th-8th,10,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,69937,2484,26,India,>50K
25,Local-gov,440585,HS-grad,3,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,20778,8214,11,Mexico,>50K
63,Private,150890,Assoc-acdm,12,Divorced,Other-service,Wife,White,Female,71906,130,11,United-States,>50K
85,Without-pay,425577,7th-8th,15,Divorced,Sales,Unmarried,White,Female,81383,7443,20,Cuba,>50K
32,State-gov,148606,7th-8th,15,Widowed,Other-service,Not-in-family,White,Male,70803,9580,24,Canada,<=50K
64,Private,228047,Assoc-acdm,14,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Male,41895,6826,86,Canada,>50K
45,Without-pay,22065,HS-grad,15,Never-married,Other-service,Husband,White,Female,91313,3678,84,Germany,<=50K
30,Never-worked,145706,Bachelors,3,Never-married,Craft-repair,Unmarried,Black,Female,2209,7114,55,United-States,<=50K
27,Self-emp-not-inc,209243,7th-8th,4,Never-married,Exec-managerial,Own-child,White,Female,84332,7201,26,Mexico,>50K
77,Federal-gov,108723,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,59986,6583,8,Germany,>50K
57,Without-pay,172738,Bachelors,12,Never-married,Exec-managerial,Husband,White,Female,69559,8427,44,Canada,<=50K
87,Local-gov,200568,Assoc-acdm,13,Separated,Exec-managerial,Wife,Black,Female,82809,2268,54,Mexico,<=50K
59,Never-worked,175670,7th-8th,7,Never-married,Prof-specialty,Not-in-family,White,Male,19130,4504,17,Germany,<=50K
47,Without-pay,231327,Assoc-voc,5,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,30632,1213,87,Mexico,>50K
25,Private,127415,Assoc-voc,5,Divorced,Craft-repair,Not-in-family,Black,Male,17013,2745,30,India,>50K
89,Federal-gov,132249,11th,9,Divorced,Exec-managerial,Unmarried,Other,Female,43402,424,86,United-States,>50K
62,Without-pay,229024,Bachelors,4,Never-married,Tech-support,Unmarried,Other,Female,6020,5437,10,Canada,<=50K
56,Local-gov,68930,11th,7,Widowed,Sales,Husband,Black,Female,38662,5637,45,Mexico,<=50K
90,Self-emp-not-inc,314297,Bachelors,4,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,39753,6270,62,Jamaica,<=50K
27,Without-pay,354410,Masters,7,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,49464,5550,58,Germany,<=50K
30,Private,379941,Assoc-voc,15,Never-married,Craft-repair,Wife,Black,Female,75850,4837,70,India,>50K
75,Self-emp-not-inc,233362,Bachelors,3,Divorced,Prof-specialty,Wife,White,Female,50391,7112,13,Cuba,<=50K
82,Never-worked,134720,Assoc-acdm,8,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,88176,1134,67,United-States,>50K
25,State-gov,311563,Bachelors,16,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,96397,2613,82,Jamaica,>50K
51,Private,167284,Bachelors,9,Married-civ-spouse,Other-service,Unmarried,Black,Female,867,9551,4,Mexico,<=50K
66,Federal-gov,268246,11th,1,Divorced,Exec-managerial,Unmarried,Other,Female,91569,5551,55,Cuba,<=50K
19,State-gov,407894,Assoc-voc,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,21151,8324,18,Canada,>50K
30,Without-pay,27173,HS-grad,4,Married-civ-spouse,Other-service,Husband,Other,Female,98573,9148,6,Germany,<=50K
19,Private,200435,Assoc-voc,1,Widowed,Craft-repair,Own-child,White,Male,85312,8203,65,Canada,>50K
39,Never-worked,333319,Assoc-acdm,7,Never-married,Other-service,Own-child,Black,Female,39270,1286,18,Mexico,>50K
44,Federal-gov,213217,7th-8th,6,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,1504,1502,76,India,>50K
71,Never-worked,140454,Assoc-acdm,9,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Male,82149,7411,71,India,<=50K
21,Private,346182,Some-college,4,Widowed,Prof-specialty,Not-in-family,White,Male,22451,6889,11,Germany,<=50K
25,Federal-gov,67332,7th-8th,13,Widowed,Tech-support,Own-child,White,Male,81737,5214,24,Mexico,<=50K
41,Local-gov,480914,7th-8th,12,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,30563,435,89,United-States,>50K
76,Private,409028,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,15926,3181,98,United-States,<=50K
64,Federal-gov,180537,Assoc-acdm,3,Never-married,Sales,Unmarried,Other,Female,94631,8279,52,Jamaica,<=50K
83,Without-pay,465989,11th,6,Never-married,Other-service,Own-child,Other,Male,72807,5278,15,Canada,>50K
70,Never-worked,317900,Assoc-voc,2,Married-civ-spouse,Tech-support,Own-child,Other,Male,83622,9438,50,Mexico,<=50K
59,Federal-gov,394192,Some-college,2,Never-married,Tech-support,Husband,Black,Male,42360,8029,11,Jamaica,<=50K
75,Federal-gov,377967,7th-8th,12,Divorced,Tech-support,Own-child,White,Male,73439,492,41,Germany,>50K
65,Self-emp-not-inc,307224,HS-grad,3,Divorced,Other-service,Wife,Other,Female,59744,5372,2,Germany,<=50K
49,Never-worked,428451,10th,3,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,59233,2558,12,India,>50K
79,State-gov,498791,7th-8th,16,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,1936,368,55,Jamaica,<=50K
23,Federal-gov,140200,Assoc-acdm,3,Separated,Other-service,Own-child,Black,Male,92046,6992,61,Cuba,>50K
27,Private,61651,10th,7,Married-civ-spouse,Prof-specialty,Unmarried,Other,Female,40670,8606,42,Jamaica,>50K
29,Private,75720,10th,12,Married-civ-spouse,Sales,Not-in-family,Other,Male,72583,9626,31,Canada,<=50K
18,Never-worked,460702,Bachelors,5,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,85922,7196,48,United-States,<=50K
88,Local-gov,216234,Assoc-voc,1,Widowed,Other-service,Wife,Other,Female,71787,9192,86,Canada,>50K
18,Local-gov,493191,Masters,5,Divorced,Other-service,Own-child,White,Male,82497,4212,81,Germany,<=50K
60,Local-gov,246718,Some-college,1,Divorced,Prof-specialty,Own-child,Black,Male,90751,1240,4,Mexico,<=50K
38,Private,390465,HS-grad,1,Never-married,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,99247,3935,97,Mexico,>50K
75,Federal-gov,453395,Masters,9,Divorced,Prof-specialty,Unmarried,Black,Male,36255,9180,35,Mexico,<=50K
67,Self-emp-not-inc,91099,Masters,2,Widowed,Sales,Not-in-family,White,Female,48375,3134,65,India,<=50K
74,State-gov,367045,Bachelors,16,Never-married,Exec-managerial,Husband,White,Female,25641,3467,59,Germany,>50K
73,Private,138737,Assoc-voc,15,Married-civ-spouse,Sales,Not-in-family,Other,Male,49156,5273,55,India,>50K
